category,is_known,true_label,prediction,max_softmax,entropy,energy,odin,mahalanobis
Caprimulgus_macrurus,1,16,16,1.0,-4.1789034e-09,31.171356,0.013569529,-14.71228313446045
Dicrurus_leucophaeus,1,27,27,0.9999095,-0.0011737354,15.465512,0.013361172,-36.80980682373047
Elanus_caeruleus,1,30,30,0.99657947,-0.03210774,11.653522,0.013316128,-32.11528015136719
Cacomantis_merulinus,1,12,12,1.0,-3.1366177e-08,28.165419,0.0135468645,-33.430660247802734
Tringa_ochropus,1,71,71,0.9999882,-0.0001575115,18.867529,0.013423278,-36.17192077636719
Ficedula_mugimaki,0,-1,12,0.58473426,-1.7937342,7.142127,0.013249365,-36.17029571533203
Dicrurus_paradiseus,1,28,28,0.9840095,-0.11936782,10.344439,0.013299956,-30.681528091430664
Dicrurus_leucophaeus,1,27,27,0.999995,-7.9373116e-05,18.704184,0.013408212,-36.667091369628906
Arenaria_interpres,1,10,10,0.9580604,-0.21693107,11.324299,0.01331657,-31.731643676757812
Merops_philippinus,0,-1,4,0.42628542,-2.5210686,6.302132,0.013230693,-39.270179748535156
Tringa_totanus,1,72,72,0.99525166,-0.033110015,14.526004,0.013356014,-28.939369201660156
Gelochelidon_nilotica,1,37,37,0.9576233,-0.18169755,15.555318,0.013363918,-32.96905517578125
Todiramphus_chloris,0,-1,31,0.205952,-2.4613686,6.403423,0.01323195,-30.8275146484375
Calidris_canutus,1,14,14,0.8446674,-0.45890012,16.082994,0.013369676,-33.70553970336914
Cinnyris_jugularis,1,22,22,0.7557535,-0.6621262,10.094984,0.013288697,-29.363792419433594
Strix_seloputo,0,-1,24,0.48969302,-1.6563985,7.3921084,0.01324914,-36.927886962890625
Surniculus_lugubris,0,-1,65,0.33955333,-2.577233,5.966502,0.013228529,-36.64979934692383
Gelochelidon_nilotica,1,37,37,0.9999914,-0.00011606385,19.769192,0.013423385,-30.472047805786133
Accipiter_trivirgatus,0,-1,37,0.7118795,-1.3902808,6.758036,0.013250612,-42.197208404541016
Pitta_sordida,0,-1,4,0.78308666,-0.97243726,9.024235,0.013281839,-44.06642150878906
Acrocephalus_bistrigiceps,1,1,1,1.0,-2.06006e-09,29.5879,0.01356707,-27.1708984375
Pelargopsis_capensis,1,55,55,0.9292533,-0.35071528,10.244735,0.013290658,-33.180721282958984
Acridotheres_tristis,1,0,0,0.999637,-0.003561188,16.672676,0.013391013,-24.763565063476562
Orthotomus_ruficeps,0,-1,51,0.8559843,-0.66706985,10.094627,0.013293921,-46.41990661621094
Aplonis_panayensis,0,-1,36,0.75973994,-1.0026846,8.970395,0.013274013,-44.62138366699219
Clanga_clanga,0,-1,28,0.9451431,-0.3006899,11.935054,0.013316662,-39.47611618041992
Porphyrio_poliocephalus,0,-1,2,0.21994963,-2.7173843,5.5332575,0.013218593,-36.26293182373047
Hypothymis_azurea,1,41,41,1.0,-3.1784797e-10,32.33698,0.013592358,-26.21697425842285
Zapornia_pusilla,1,75,75,1.0,-1.224398e-08,27.371557,0.013538138,-27.833148956298828
Tringa_totanus,1,72,72,0.9999975,-3.6278958e-05,22.506807,0.013461395,-25.26606559753418
Geopelia_striata,0,-1,61,0.42497107,-2.1749542,7.500681,0.013246677,-34.08387756347656
Aethopyga_siparaja,0,-1,26,0.759305,-0.95961577,8.791736,0.013271474,-36.49907684326172
Anthreptes_malacensis,0,-1,22,0.98103654,-0.11959825,12.349694,0.013322491,-38.63292694091797
Otus_sunia,0,-1,6,0.44492573,-2.2875752,6.20314,0.013234254,-36.61753463745117
Lewinia_striata,0,-1,35,0.37479562,-1.6738026,8.170022,0.013259653,-39.61853790283203
Pycnonotus_goiavier,0,-1,4,0.17412996,-2.8433418,5.6448703,0.013220025,-30.007917404174805
Pitta_sordida,0,-1,25,0.44706357,-1.9554604,7.325641,0.013256476,-48.21198272705078
Cacomantis_sonneratii,0,-1,4,0.50809807,-1.7996083,7.2650356,0.01325123,-33.625823974609375
Caprimulgus_jotaka,0,-1,18,0.98210204,-0.1004542,12.518087,0.013330141,-34.76066970825195
Pachycephala_cinerea,0,-1,41,0.7567515,-1.0152143,7.951,0.013265383,-39.28787612915039
Arenaria_interpres,1,10,10,0.99972516,-0.003064849,14.553881,0.013358631,-17.017160415649414
Tringa_brevipes,0,-1,57,0.71391433,-0.9158909,9.954199,0.0133051,-25.216064453125
Motacilla_tschutschensis,1,46,46,0.99132806,-0.05439119,13.681627,0.01334372,-42.053165435791016
Terpsiphone_affinis,0,-1,65,0.137463,-3.2105026,5.50174,0.013209948,-41.187313079833984
Leptocoma_calcostetha,0,-1,22,0.5233618,-1.5342561,7.9850955,0.013260655,-41.84907531738281
Orthotomus_ruficeps,0,-1,51,0.9885429,-0.09703636,10.209731,0.013294199,-29.215045928955078
Centropus_bengalensis,0,-1,2,0.77054185,-1.246607,7.236328,0.013254262,-49.016258239746094
Alcedo_atthis,1,5,5,0.99999845,-2.6204763e-05,18.91722,0.01341991,-35.170475006103516
Malacocincla_abbotti,0,-1,44,0.21649443,-2.880696,5.983845,0.013217908,-28.70038604736328
Pitta_moluccensis,0,-1,65,0.32947496,-2.0788066,6.2379637,0.013243836,-27.5487117767334
Himantopus_himantopus,1,39,39,1.0,-9.907001e-07,26.173822,0.013515163,-24.28451919555664
Pericrocotus_speciosus,0,-1,9,0.29619056,-2.5898993,4.8646355,0.013228446,-17.361146926879883
Otus_sunia,0,-1,37,0.38324067,-2.0956614,6.202871,0.013237759,-37.857994079589844
Phylloscopus_coronatus,0,-1,22,0.8833535,-0.6070527,9.724479,0.013283924,-46.05491256713867
Butorides_striata,1,11,11,0.99999595,-5.7706016e-05,20.318861,0.013435081,-39.92827606201172
Cinnyris_jugularis,1,22,22,0.999997,-5.006427e-05,19.180685,0.013414404,-45.66913604736328
Gallus_gallus,1,36,36,0.9999695,-0.0003776568,20.054266,0.013428849,-33.81181335449219
Muscicapa_dauurica,0,-1,1,0.8984489,-0.5063577,11.018052,0.013301198,-46.39636993408203
Muscicapa_dauurica,0,-1,71,0.36022505,-2.1470332,7.2928524,0.013243579,-48.85307693481445
Pandion_haliaetus,1,53,53,0.9999981,-2.8907603e-05,21.07819,0.01344183,-31.007463455200195
Cacomantis_sepulcralis,0,-1,12,0.49605316,-1.4378965,8.0377655,0.01325912,-28.047210693359375
Limosa_limosa,1,43,43,0.999992,-0.0001199041,18.168728,0.013404093,-31.95323944091797
Lanius_cristatus,0,-1,49,0.2850803,-2.0560696,7.4962606,0.013244937,-42.37008285522461
Tyto_alba,1,73,73,0.99999154,-0.00012061538,19.489052,0.013420691,-23.042089462280273
Ploceus_philippinus,0,-1,22,0.9154538,-0.4661497,9.496087,0.013283897,-37.215389251708984
Ardea_cinerea,1,8,8,0.9999999,-2.0887235e-06,24.082277,0.0134853665,-23.095251083374023
Corvus_splendens,1,25,25,0.99996305,-0.00048725712,17.117971,0.013390702,-31.489877700805664
Mixornis_gularis,1,44,44,1.0,-2.8504263e-07,25.571487,0.013507672,-26.16314125061035
Gallinula_chloropus,1,35,35,0.99999547,-6.541347e-05,21.015133,0.013443643,-21.545063018798828
Dicrurus_leucophaeus,1,27,27,0.99999964,-5.47991e-06,24.498629,0.013485799,-43.39008712768555
Vanellus_indicus,1,74,74,1.0,-3.7976e-08,26.57851,0.013517942,-19.12454605102539
Hirundo_tahitica,0,-1,0,0.9311311,-0.44084033,7.6955714,0.013267004,-22.343788146972656
Tringa_totanus,1,72,72,1.0,-6.786736e-07,28.669556,0.013535017,-31.67072296142578
Lanius_cristatus,0,-1,2,0.34314695,-1.7843418,7.636199,0.013253169,-36.5025520324707
Alcedo_atthis,1,5,5,0.9428812,-0.3792311,8.334073,0.013271577,-36.241302490234375
Sternula_albifrons,1,67,67,1.0,-1.0651199e-11,36.106907,0.013644318,-16.071651458740234
Gallicrex_cinerea,0,-1,62,0.83189386,-0.92638856,7.5984225,0.013259311,-43.70204162597656
Cinnyris_jugularis,1,22,22,0.9997818,-0.0021400729,18.382965,0.013402089,-33.598331451416016
Chlidonias_hybrida,1,21,21,0.99999166,-0.00011856258,20.368572,0.013427853,-48.41926193237305
Sterna_sumatrana,0,-1,66,0.22525597,-2.3153973,6.7534666,0.013231031,-24.940292358398438
Terpsiphone_affinis,0,-1,44,0.30258328,-2.3780122,6.3290524,0.013235006,-37.813377380371094
Caprimulgus_jotaka,0,-1,29,0.516869,-1.8116561,6.777981,0.013251726,-38.53247833251953
Lewinia_striata,0,-1,68,0.31198126,-2.2755702,6.866221,0.013238517,-31.875532150268555
Acrocephalus_bistrigiceps,1,1,1,0.99979466,-0.0020040527,19.245867,0.013410252,-40.2927360534668
Ardea_cinerea,1,8,8,0.99999976,-3.5558296e-06,22.339586,0.013465905,-19.190868377685547
Spatula_clypeata,1,62,62,0.9093694,-0.32176423,12.557124,0.013325493,-29.792301177978516
Ficedula_zanthopygia,0,-1,54,0.54265743,-0.9830261,9.247829,0.013273334,-33.7471923828125
Strix_leptogrammica,0,-1,18,0.7656712,-1.0895731,6.9333434,0.013267862,-31.55918312072754
Pelargopsis_capensis,1,55,55,1.0,-1.1899448e-10,35.558693,0.01363175,-37.001686096191406
Acrocephalus_orientalis,1,2,2,0.94403213,-0.2650172,11.24749,0.013310099,-34.85789108276367
Halcyon_smyrnensis,1,38,38,0.99636096,-0.026066888,14.276916,0.01335539,-37.025386810302734
Dicrurus_macrocercus,0,-1,27,0.9961903,-0.02785535,14.771181,0.013351024,-36.48263931274414
Malacocincla_abbotti,0,-1,28,0.5192037,-0.92973137,9.469484,0.013274328,-41.470184326171875
Spatula_querquedula,1,63,63,0.9957152,-0.03805856,11.091984,0.013313917,-35.993980407714844
Centropus_bengalensis,0,-1,18,0.6261696,-1.1819656,9.660989,0.013286049,-44.739295959472656
Treron_vernans,0,-1,58,0.97129697,-0.14849082,13.648195,0.013346882,-43.139835357666016
Numenius_arquata,1,48,48,0.9993722,-0.005322295,20.487162,0.013433579,-21.64500617980957
Halcyon_smyrnensis,1,38,38,0.99992216,-0.0010135007,16.50487,0.013379004,-38.052703857421875
Caprimulgus_jotaka,0,-1,18,0.6074559,-1.9073954,6.5070906,0.013240508,-31.66102409362793
Poliolimnas_cinereus,0,-1,6,0.54292196,-1.7115903,7.9278603,0.013257896,-45.93512725830078
Nycticorax_nycticorax,1,50,50,0.5728084,-1.7004907,5.627472,0.013252065,-24.934457778930664
Caprimulgus_macrurus,1,16,16,1.0,-2.670422e-07,28.249075,0.013531232,-33.64453887939453
Motacilla_tschutschensis,1,46,46,0.9997899,-0.002165525,16.914188,0.01338889,-41.94829177856445
Orthotomus_ruficeps,0,-1,51,0.9709736,-0.15303673,11.057435,0.013305686,-30.724472045898438
Cypsiurus_balasiensis,0,-1,18,0.64695585,-1.3276423,8.244593,0.013266515,-45.35545349121094
Caprimulgus_macrurus,1,16,16,1.0,-1.4220582e-09,35.857613,0.013631291,-20.783676147460938
Xenus_cinereus,0,-1,62,0.5960798,-1.4727399,8.711894,0.013265441,-40.332340240478516
Nycticorax_nycticorax,1,50,50,0.9971004,-0.024933316,11.362895,0.013336765,-17.99985122680664
Tyto_alba,1,73,73,0.9999989,-1.8408908e-05,21.250547,0.013448339,-23.521194458007812
Pycnonotus_goiavier,0,-1,28,0.5733895,-1.6673253,7.394803,0.013246436,-35.05767822265625
Caprimulgus_macrurus,1,16,16,1.0,-2.3396145e-09,31.28374,0.0135705955,-19.136638641357422
Eudynamys_scolopaceus,1,31,31,0.9934889,-0.05258787,12.0786495,0.013322995,-32.095977783203125
Lanius_cristatus,0,-1,22,0.40545988,-2.3806987,7.121405,0.013243656,-37.589778900146484
Leptocoma_calcostetha,0,-1,36,0.64265686,-1.3954194,8.780642,0.013271539,-46.77962112426758
Eurystomus_orientalis,0,-1,41,0.5806313,-1.6207603,7.8153806,0.013255796,-33.46780776977539
Calidris_canutus,1,14,14,1.0,-3.942689e-07,32.012924,0.013599408,-23.564319610595703
Spatula_querquedula,1,63,63,0.9999999,-2.0238017e-06,23.22933,0.013472961,-33.071311950683594
Dicrurus_leucophaeus,1,27,27,0.9999949,-7.614734e-05,20.167023,0.013424229,-39.78520965576172
Pycnonotus_jocosus,1,61,61,1.0,-2.6547456e-08,28.0324,0.013530832,-35.45582962036133
Psilopogon_haemacephalus,1,59,59,0.99998975,-0.00014740787,18.427538,0.013406668,-33.20164489746094
Cacomantis_merulinus,1,12,12,0.9999999,-2.7179995e-06,21.965546,0.013451244,-38.12101364135742
Dendrocygna_arcuata,0,-1,37,0.5126895,-1.5582523,7.5632133,0.013257316,-37.08534622192383
Orthotomus_ruficeps,0,-1,51,0.9834237,-0.10405338,11.531928,0.013312258,-31.68669319152832
Chlidonias_leucopterus,0,-1,54,0.20880935,-2.477033,8.325629,0.013244535,-34.23790740966797
Surniculus_lugubris,0,-1,69,0.38238522,-1.9133744,7.083409,0.013242001,-31.64886474609375
Dicrurus_macrocercus,0,-1,20,0.8101164,-0.7737498,11.506536,0.013301776,-49.32447052001953
Picus_vittatus,0,-1,8,0.37382367,-2.2213147,5.03895,0.013244553,-13.853102684020996
Acridotheres_tristis,1,0,0,0.99994266,-0.0007395852,16.322006,0.013384966,-35.59505844116211
Dicrurus_macrocercus,0,-1,27,0.65908587,-1.2777975,9.043751,0.01327188,-41.82499313354492
Halcyon_smyrnensis,1,38,38,0.99941635,-0.0066019357,13.294113,0.013339466,-26.11977767944336
Larvivora_cyane,0,-1,49,0.55745107,-2.002233,5.822383,0.013243677,-24.31226921081543
Acrocephalus_bistrigiceps,1,1,1,0.99994755,-0.0007027947,15.597656,0.013370827,-41.68635177612305
Charadrius_mongolus,0,-1,15,0.8718998,-0.49450612,11.561135,0.013313401,-28.885772705078125
Falco_tinnunculus,1,33,33,0.99999845,-2.480729e-05,22.550388,0.013458304,-36.782318115234375
Tringa_nebularia,1,70,70,0.9999958,-5.5651595e-05,26.689756,0.013531355,-19.812057495117188
Amaurornis_phoenicurus,1,6,6,0.9999999,-1.722002e-06,26.087494,0.013499626,-34.43988037109375
Spilornis_cheela,1,65,65,1.0,-1.5326265e-07,25.654638,0.013510768,-39.432647705078125
Cacomantis_sonneratii,0,-1,50,0.35623372,-2.24899,6.5525436,0.013246264,-35.6239013671875
Gallus_gallus,1,36,36,0.45836192,-2.1595297,6.1554914,0.013236082,-34.894107818603516
Calidris_ferruginea,1,15,15,0.9999975,-3.465557e-05,21.80776,0.01346348,-26.949405670166016
Arachnothera_longirostra,0,-1,41,0.33472914,-2.5726194,5.152352,0.013230846,-27.58929443359375
Ninox_scutulata,1,47,47,0.99999857,-2.3236113e-05,21.923294,0.013454423,-44.47919845581055
Egretta_garzetta,1,29,62,0.5862729,-1.5329863,7.973974,0.013257928,-36.66993713378906
Cacomantis_sonneratii,0,-1,44,0.2120355,-2.6440167,5.7664332,0.013222796,-32.05525207519531
Loriculus_galgulus,0,-1,65,0.6045231,-1.2233489,8.972387,0.013277079,-39.65940475463867
Arachnothera_longirostra,0,-1,52,0.9512721,-0.28030032,11.911346,0.013316206,-34.442684173583984
Limosa_limosa,1,43,43,0.99982494,-0.0019167479,15.864759,0.013378992,-28.549875259399414
Motacilla_cinerea,1,45,45,0.9734148,-0.16818681,9.650029,0.013307867,-36.671531677246094
Passer_montanus,1,54,54,0.9999982,-2.7976748e-05,20.06732,0.013426377,-39.38107681274414
Phylloscopus_coronatus,0,-1,54,0.9995146,-0.004417546,18.20004,0.013391421,-40.053077697753906
Ardea_purpurea,1,9,9,0.9975044,-0.02103575,12.204732,0.013333189,-20.825584411621094
Psittacula_longicauda,0,-1,27,0.55896604,-1.7658223,6.9603696,0.013246202,-32.2039680480957
Tringa_totanus,1,72,72,0.99982566,-0.001762099,18.410028,0.0134039065,-29.365802764892578
Pycnonotus_goiavier,0,-1,28,0.5931687,-1.5858066,7.629204,0.013250314,-41.050479888916016
Caprimulgus_macrurus,1,16,16,0.99999976,-3.255387e-06,29.015339,0.013552628,-21.300615310668945
Garrulax_leucolophus,0,-1,25,0.30235437,-2.5596068,5.2760286,0.013224312,-38.880165100097656
Gorsachius_melanolophus,0,-1,0,0.40573487,-2.0421443,6.1428466,0.013240507,-15.384572982788086
Arachnothera_longirostra,0,-1,41,0.99654764,-0.026430035,13.898158,0.013339429,-30.982378005981445
Thalasseus_bengalensis,0,-1,14,0.43887094,-1.5454184,8.658399,0.013268407,-32.12977981567383
Cacomantis_sonneratii,0,-1,18,0.56379074,-1.8379107,7.4894967,0.013252339,-34.21630096435547
Pitta_moluccensis,0,-1,27,0.627002,-1.6459349,7.3592834,0.01325086,-44.0109748840332
Mycteria_leucocephala,0,-1,14,0.20304433,-2.5769677,6.332185,0.013225462,-31.026193618774414
Hypothymis_azurea,1,41,41,1.0,-1.2875988e-09,31.856375,0.013582911,-27.01131248474121
Malacocincla_abbotti,0,-1,71,0.19260792,-2.5502834,7.0768514,0.013229425,-34.13663864135742
Otus_sunia,0,-1,6,0.21458319,-2.516247,6.640574,0.013230363,-39.48796081542969
Tringa_ochropus,1,71,71,1.0,-4.2918701e-13,38.41142,0.013697345,-25.801803588867188
Tringa_glareola,1,69,69,0.9999974,-4.3584627e-05,18.635284,0.013418042,-27.464765548706055
Cinnyris_jugularis,1,22,22,0.996999,-0.024185015,12.6032915,0.013336252,-32.72867202758789
Ardea_cinerea,1,8,8,0.999882,-0.0011879959,22.441914,0.0134586785,-34.84048843383789
Pandion_haliaetus,1,53,53,1.0,-5.227355e-10,36.239147,0.013647769,-31.138946533203125
Garrulax_leucolophus,0,-1,31,0.50078094,-2.2451487,6.467107,0.01323533,-33.325557708740234
Gallinago_gallinago,1,34,34,0.9870301,-0.09974235,9.683153,0.013307783,-32.890743255615234
Pycnonotus_jocosus,1,61,61,0.9914214,-0.052261576,15.329102,0.013360337,-38.35718536376953
Gallus_gallus,1,36,36,0.99999833,-2.6575302e-05,23.538029,0.013476313,-34.4874153137207
Orthotomus_ruficeps,0,-1,51,0.2958889,-2.429094,6.7852583,0.013239149,-37.08723831176758
Himantopus_himantopus,1,39,39,0.99999976,-3.7159061e-06,24.984524,0.013497261,-24.214223861694336
Chrysophlegma_miniaceum,0,-1,31,0.4101509,-1.8839674,7.448449,0.013253144,-35.457237243652344
Micropternus_brachyurus,0,-1,0,0.3358581,-2.5259,5.84929,0.0132247545,-35.30364227294922
Charadrius_alexandrinus,1,19,19,1.0,-1.0574712e-07,26.177101,0.013521598,-23.691553115844727
Hierococcyx_fugax,0,-1,36,0.5954905,-1.9647356,6.514287,0.01323798,-43.609619140625
Limosa_limosa,1,43,43,0.95780385,-0.19189617,15.764993,0.01337347,-28.41762351989746
Arenaria_interpres,1,10,10,0.9995801,-0.0043882257,14.563179,0.01335162,-26.74309539794922
Hieraaetus_pennatus,0,-1,54,0.39472392,-1.5827782,9.227625,0.013276927,-40.340232849121094
Cacomantis_sonneratii,0,-1,71,0.30012003,-2.5345092,6.2972913,0.013233495,-35.521976470947266
Cuculus_micropterus,1,26,26,1.0,-3.1905172e-09,31.268147,0.013588361,-22.395963668823242
Hierococcyx_sparverioides,0,-1,27,0.72627825,-1.3283322,7.00573,0.01325558,-34.752967834472656
Centropus_sinensis,1,18,61,0.9839035,-0.08702159,16.69728,0.0133800525,-34.89777374267578
Calidris_canutus,1,14,14,0.9999348,-0.00069394003,28.234856,0.013536214,-24.094331741333008
Nycticorax_nycticorax,1,50,50,1.0,-4.935746e-07,27.586758,0.013531664,-27.2200870513916
Psittacula_krameri,1,60,60,0.47247365,-1.080302,9.495895,0.013280034,-27.776779174804688
Pycnonotus_jocosus,1,61,61,1.0,-4.0744492e-09,30.128347,0.013560502,-29.0693359375
Orthotomus_sutorius,1,52,52,0.9999962,-5.698632e-05,21.3979,0.013440347,-36.5734977722168
Arenaria_interpres,1,10,49,0.26153255,-1.9739985,6.840218,0.013244088,-16.59666633605957
Centropus_sinensis,1,18,18,1.0,-1.8591232e-09,34.34836,0.01361913,-28.90882110595703
Calidris_canutus,1,14,14,0.9999958,-6.641333e-05,19.883587,0.013425007,-23.64933967590332
Prinia_flaviventris,1,58,58,1.0,-1.9825881e-08,27.474182,0.013530994,-21.32790184020996
Accipiter_trivirgatus,0,-1,65,0.4059959,-2.012403,6.6184387,0.013243455,-39.01361846923828
Calidris_ferruginea,1,15,15,0.99999523,-7.5936645e-05,18.024963,0.013409474,-26.315841674804688
Numenius_phaeopus,1,49,49,0.9999994,-1.1631587e-05,20.20751,0.013447602,-17.532678604125977
Porphyrio_poliocephalus,0,-1,31,0.99814653,-0.017947214,13.298592,0.013331111,-34.539031982421875
Pachycephala_cinerea,0,-1,65,0.8020059,-0.9499955,8.478435,0.013275488,-41.382469177246094
Psittacula_longicauda,0,-1,27,0.6633693,-1.3112408,9.038155,0.013277516,-33.3459587097168
Surniculus_lugubris,0,-1,0,0.557518,-1.2806724,8.73993,0.013269072,-29.319591522216797
Psilopogon_haemacephalus,1,59,59,0.9999949,-7.1206785e-05,21.623562,0.013442899,-36.27008819580078
Arachnothera_longirostra,0,-1,44,0.6129177,-0.86609447,9.42608,0.013278481,-42.05991744995117
Sternula_albifrons,1,67,67,1.0,-2.6879072e-09,32.07433,0.013583706,-23.898040771484375
Dicrurus_macrocercus,0,-1,38,0.74822164,-1.060919,8.033513,0.013266766,-44.86025619506836
Cyanoptila_cyanomelana,0,-1,36,0.90254945,-0.57356113,7.855526,0.013266898,-40.68033981323242
Tringa_stagnatilis,0,-1,68,0.29013467,-2.2571836,7.259905,0.013241405,-40.29609680175781
Prionochilus_maculatus,0,-1,65,0.32612494,-2.2503395,7.7080936,0.013244784,-45.667301177978516
Gerygone_sulphurea,0,-1,18,0.9999391,-0.0007489973,17.984055,0.013400344,-43.801666259765625
Himantopus_himantopus,1,39,39,1.0,-1.3181561e-07,26.397764,0.013525115,-15.310385704040527
Acridotheres_tristis,1,0,0,0.99992824,-0.00095779484,15.032403,0.013360983,-32.009979248046875
Ducula_aenea,0,-1,0,0.97788393,-0.16324034,9.605494,0.013288021,-32.73477554321289
Corvus_splendens,1,25,24,0.8528901,-0.5805929,10.352022,0.013298286,-30.853675842285156
Tyto_alba,1,73,73,1.0,-1.8344862e-07,26.874605,0.013530967,-21.71700668334961
Strix_seloputo,0,-1,18,0.8323681,-0.9221676,8.790804,0.013272544,-38.17945861816406
Sterna_hirundo,1,66,66,0.99999654,-5.2105504e-05,19.981653,0.013436571,-32.6616325378418
Poliolimnas_cinereus,0,-1,24,0.94142014,-0.31546003,11.4170685,0.013312062,-42.467987060546875
Spatula_querquedula,1,63,63,1.0,-7.143643e-07,28.785267,0.013549252,-39.47386169433594
Tringa_brevipes,0,-1,62,0.38197124,-2.1242838,5.718125,0.013231502,-12.69389820098877
Muscicapa_dauurica,0,-1,53,0.30996883,-2.0736077,6.500044,0.013241988,-32.11210250854492
Cuculus_micropterus,1,26,26,0.5960453,-1.147336,9.863695,0.013286009,-45.6537971496582
Zapornia_pusilla,1,75,75,1.0,-9.396151e-09,32.101357,0.013597971,-25.05912971496582
Psittacula_alexandri,0,-1,31,0.9838394,-0.103778,13.377438,0.013343018,-39.36846923828125
Muscicapa_dauurica,0,-1,59,0.90491325,-0.5167808,10.806619,0.013299084,-40.663665771484375
Ficedula_zanthopygia,0,-1,50,0.9493432,-0.28914058,9.367698,0.01330496,-30.908536911010742
Gallinago_gallinago,1,34,34,0.9309591,-0.41002774,8.24836,0.013274259,-26.314695358276367
Mulleripicus_pulverulentus,0,-1,68,0.49039817,-2.1937218,6.463366,0.013235207,-34.253074645996094
Orthotomus_sutorius,1,52,52,0.9999075,-0.0010255652,17.330475,0.013394258,-36.33766174316406
Eudynamys_scolopaceus,1,31,31,1.0,-3.387674e-07,25.18884,0.013501651,-38.188018798828125
Arenaria_interpres,1,10,10,0.98814803,-0.08888717,10.725401,0.01331012,-30.775691986083984
Pericrocotus_speciosus,0,-1,8,0.37382367,-2.2213147,5.03895,0.013244553,-13.853102684020996
Gallinago_stenura,0,-1,46,0.13554528,-3.093371,5.794096,0.013213731,-41.31679153442383
Centropus_bengalensis,0,-1,18,0.8094748,-0.77331704,9.174612,0.0132808145,-36.54532241821289
Cyanoptila_cyanomelana,0,-1,45,0.39699495,-2.5914085,5.2676263,0.013227445,-32.2628288269043
Orthotomus_atrogularis,1,51,51,0.9999883,-0.0001747431,18.235558,0.013397634,-33.786930084228516
Hemiprocne_longipennis,0,-1,27,0.2712653,-2.4188888,6.505061,0.013229492,-32.047332763671875
Tyto_alba,1,73,50,0.3280116,-2.0199518,5.164489,0.013247288,-13.42959213256836
Falco_tinnunculus,1,33,33,0.99999976,-4.8864586e-06,21.499651,0.013455103,-25.001840591430664
Ploceus_philippinus,0,-1,55,0.7926711,-1.0620674,9.008212,0.013265046,-42.74413299560547
Falco_peregrinus,1,32,32,0.66261256,-1.3106098,6.958319,0.013267986,-28.89922523498535
Centropus_bengalensis,0,-1,14,0.2620634,-2.3784328,6.8578806,0.013240513,-33.476593017578125
Zapornia_pusilla,1,75,75,1.0,-3.2617567e-10,32.29124,0.013601187,-23.749326705932617
Tringa_totanus,1,72,20,0.9999018,-0.001169226,16.420666,0.01338117,-34.92213821411133
Passer_montanus,1,54,54,1.0,-7.2843044e-08,27.750212,0.01352612,-23.625097274780273
Ploceus_philippinus,0,-1,45,0.2727888,-2.63929,6.529393,0.013225418,-42.44033432006836
Pycnonotus_goiavier,0,-1,27,0.61865485,-1.0131899,8.938033,0.013269854,-36.91230392456055
Nyctyornis_amictus,0,-1,22,0.22140305,-2.6589103,5.290248,0.013227152,-32.57203674316406
Rallina_eurizonoides,0,-1,11,0.26306292,-2.118077,7.1755037,0.013246396,-37.01274871826172
Larvivora_cyane,0,-1,3,0.42999455,-2.0405986,6.2681174,0.013240893,-36.33491897583008
Gallinula_chloropus,1,35,35,0.9999993,-1.4018867e-05,22.211277,0.013457501,-29.069787979125977
Larvivora_cyane,0,-1,65,0.28402668,-2.7629063,5.48948,0.013225454,-31.039384841918945
Pelargopsis_capensis,1,55,55,0.99886,-0.008903713,17.966013,0.013394296,-36.7237434387207
Pitta_sordida,0,-1,50,0.42734236,-2.152391,6.2706623,0.013239065,-35.718929290771484
Spatula_clypeata,1,62,62,0.9999621,-0.0004761356,17.060257,0.013388036,-23.455127716064453
Clanga_clanga,0,-1,48,0.97244185,-0.14051533,11.088371,0.013324608,-24.30768394470215
Charadrius_dubius,1,20,20,0.9999925,-9.586127e-05,25.08594,0.013500427,-27.4390926361084
Treron_vernans,0,-1,41,0.5053293,-2.0180945,6.556987,0.0132370265,-31.57927894592285
Malacocincla_abbotti,0,-1,47,0.35978615,-1.6187689,8.641343,0.013266198,-47.496334075927734
Pandion_haliaetus,1,53,53,0.53150207,-1.8193772,6.119184,0.013240275,-33.141014099121094
Hierococcyx_sparverioides,0,-1,65,0.7178306,-1.2472943,8.28059,0.013274682,-36.94990539550781
Charadrius_dubius,1,20,20,1.0,-3.8267572e-08,29.818773,0.01357177,-31.170034408569336
Strix_leptogrammica,0,-1,47,0.57186604,-1.8294891,6.0329375,0.013249326,-28.56021499633789
Pandion_haliaetus,1,53,74,0.44311795,-1.1940081,13.175525,0.013319444,-40.695281982421875
Terpsiphone_affinis,0,-1,65,0.9586111,-0.2221819,10.719226,0.013307514,-41.9304313659668
Pitta_sordida,0,-1,65,0.85211444,-0.7556445,8.123007,0.013276265,-29.606586456298828
Hemiprocne_longipennis,0,-1,36,0.7535449,-1.0360514,9.279707,0.013280009,-38.484188079833984
Ficedula_zanthopygia,0,-1,31,0.9545026,-0.30751646,9.120374,0.01328255,-46.798404693603516
Pluvialis_squatarola,1,57,49,0.48646268,-1.5334934,7.6781855,0.013295117,-17.04328155517578
Acrocephalus_bistrigiceps,1,1,1,0.99999523,-7.330554e-05,18.4527,0.013411765,-34.40080642700195
